Geography,Funding Source,Program,Agency,Description,Detail Description,Policy Topic,Policy Subtopic,Allocation (millions),Current As Of,Expiration,is_expired,amount_exact,source_url,source_name
Chicago,ARPA,Homelessness Assistance & Supportive Services (HOME-ARP program),U.S. Department of Housing and Urban Development,"Supportive services, affordable housing, and homeless shelters","These funds can be used to finance supportive services and construct new affordable housing, and for the acquisition of non-congregate shelter spaces for people experiencing homelessness",Housing,Homelessness Support/Prevention,71.17,2021-04-08,2025-09-30,0,1,"https://www.hud.gov/sites/dfiles/CPD/documents/HOME-ARP.pdf""><a href = ""https://www.hud.gov/sites/dfiles/CPD/documents/HOME-ARP.pdf","<a href = ""https://www.hud.gov/sites/dfiles/CPD/documents/HOME-ARP.pdf"">U.S. Department of Housing and Urban Development</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Homeowner Assistance Fund,Illinois Housing Development Authority,"Funding to help prevent mortgage delinquency, defaults, foreclosures, loss of utilities or home energy services, or homeowner displacement","Provides funding to help prevent mortgage delinquency, defaults, foreclosures, loss of utilities or home energy services, or the displacement of homeowners experiencing financial hardships",Housing,Homeowner's Assistance,386.9,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA,Homeowner Assistance Fund,U.S. Department of the Treasury,Funds to assist homeowners with delinquent mortgage payments,"This program provides relief for vulnerable homeowners. The law prioritizes homeowners who have experienced the greatest hardships, leveraging local and national income indicators to maximize intended impact. Funds can be used to make delinquent mortgage payments. States must request funds and will receive funds based on their unemployment rate, number of mortgages in foreclosure, and number of mortgages that are past due.",Housing,Homeowner's Assistance,386.9,2021-04-14,2025-09-30,0,1,"https://home.treasury.gov/system/files/136/HAF-state-territory-data-and-allocations.pdf""><a href = ""https://home.treasury.gov/system/files/136/HAF-state-territory-data-and-allocations.pdf","<a href = ""https://home.treasury.gov/system/files/136/HAF-state-territory-data-and-allocations.pdf"">U.S. Department of Treasury Homeowner Assistance Fund Allocations</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Hotel-based sheltering,Cook County Bureau of Economic Development,Hotel-based sheltering for people experiencing homelessness,"The Bureau of Economic Development will continue the hotel-based sheltering approach implemented during the pandemic, when the existing PADS model of shelter with congregate shelter in rotating church basements was no longer viable",Housing,Homelessness Support/Prevention,1.49,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Increase access to broadband internet connection,Office of Budget and Management,Neighborhood-scale broadband investments,Expands Chicago Connected by funding neighborhood-scale broadband and leverage City assets to increase broadband affordability in communities,Household Investment,Household Supportive Services,10,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Chicago,Chicago General Obligation Bond,Increase access to broadband internet connection,Office of Budget and Management,Neighborhood-scale broadband investments,Expands Chicago Connected by funding neighborhood-scale broadband and leverage City assets to increase broadband affordability in communities,Household Investment,Household Supportive Services,18,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Invest in Cook expansion,Cook County Department of Transportation and Highways,Expanding a grant program for transportation infrastructure projects,Invest in Cook is an existing grant program that annually awards $8.5 million to communities to advance local transportation infrastructure projects that implement the priorities of the County's long-range transportation plan and support economic outcomes,Community Investment,Infrastructure,15.26,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Investing in families and youth,Cook County Bureau of Economic Development,Workforce developpment and community service programming in suburban Cook County,"Cook County will provide support to workforce and training programs that offer young adults quality paid work experiences to explore career pathways in target sectors or provide opportunities for a “community service corps”. The County will also support the expansion of workforce development programs that serve hard to engage populations including people without stable housing, youth in care and graduates of foster care system, people with disabilities, returning residents, and pregnant and parenting youth. Program resources will support residents of suburban Cook County.",Workforce Development,Job Training,2.19,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Justice reinvesment plan,Cook County Justice Advisory Council,Develop a criminal justice report outlining strategies to minimize overspending,The Justice Advisory Council will engage consultants to review Cook County's criminal justice budgets and develop a report with 1) an overview of current spending; 2) an outline of duplicative efforts or overspending; 3) a strategy to make reductions in criminal justice spending and invest in community; and 4) best practices from jurisdictions that have successfully reinvested criminal justice dollars into public health and community resources.,Community Safety,Criminal Justice Reform,1.5,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Lead pipe removal at Vera Yates Homes and Richard Flowers Home,Cook County Department of Transportation and Highways,Removal of remaining lead water pipes at two Housing Authority of Cook County (HACC) affordable family housing properties,"This initiative will remove remaining lead water pipes at two Housing Authority of Cook County (HACC) affordable family housing properties: the Vera Yates Homes in Ford Heights and the Richard Flowers Homes in Robbins. This funding will allow HACC to remove all lead pipes at each of these properties, preventing children living at these sites from suffering irreparable, life-long neurological damage associated with lead exposure, and provide all residents of these developments a healthier, safer living environment.",Community Investment,Infrastructure,3.75,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,"Lead, leaking, and obsolete service line replacement pilot program",Cook County Bureau of Economic Development,"Management for lead, leaking, and obsolete service line replacements in high-risk communities","Cook County will work in partnership with municipal water utilities to oversee and manage lead, leaking, and obsolete service line replacement across Cook County. This program will target high-risk communities, including improvements to individual homes, and high-risk facilities, including preschools, daycare centers, home daycare providers, group daycare homes, parks, playgrounds, hospitals and clinics.",Community Investment,Infrastructure,3.75,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Illinois,ARPA,Low Income Home Energy Assistance Program,Illinois Department of Commerce and Economic Opportunity,Provides home energy bill assistance,"The Low-Income Home Energy Assistance Program (LIHEAP) provides assistance in managing costs associated with home energy bills, energy crises, weatherization and energy-related minor home repairs",Household Investment,Utility Assistance,252.79,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,CARES,Low Income Home Energy Assistance Program,U.S. Department of Health and Human Services,Provides home energy bill assistance,"The Low Income Home Energy Assistance Program (LIHEAP) provides assistance in managing costs associated with home energy bills, energy crises, weatherization and energy-related minor home repairs",Household Investment,Household Supportive Services,42,2022-09-15,2021-09-30,1,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA,Low Income Household Water Assistance Program,Illinois Department of Commerce and Economic Opportunity,Assists low-income households with affordable drinking water and wastewater services,"The Low Income Household Water Assistance Program will assist low-income households, particularly those with the lowest incomes and that pay a high proportion of household income for drinking water and wastewater services, by providing funds to owners or operators of public water systems or treatment works to reduce arrearages of and rates charged to low-income households for water and wastewater services.",Household Investment,Utility Assistance,55,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Chicago,Chicago General Obligation Bond,Neighborhood parks improvement,Chicago Office of Budget and Management,Investments in neighborhood park improvements,"Investments in neighborhood park improvements, including beautification, expansion of recreation and accessibility",Community Investment,Infrastructure,27.6,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Chicago,Chicago General Obligation Bond,Non-congregate housing program,Chicago Department of Housing,Expands hotel and lodging building programs,Expands program to utilize former hotel and lodging buildings for use as permanent supportiev housing,Housing,Homelessness Support/Prevention,30,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Other Impacted Industries and Agencies,Illinois Department of Commerce and Economic Opportunity,Assistance for convention centers and visitors bureaus,Funds for convention centers and visitors bureaus,Community Investment,Community Development,69,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Other Impacted Industries and Agencies,Illinois Department of Commerce and Economic Opportunity,General grants and funds for alleviating financial impacts on agencies and industries,Other grants and funds for agencies and industries impacted financially by the Covid-19 pandemic,Community Investment,Community Development,1.68,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Other violence prevention grants,Illinois Criminal Justice Information Authority,Violence prevention programs,These funds support violence prevention programs,Community Safety,Violence Prevention/Reduction,5.85,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Chicago,Chicago General Obligation Bond,Owner-occupied repair grants,Chicago Department of Housing,Loans and grants for home rehabilitation,Provides forgivable loans and grants to qualified homeowners for rehab and repair services that will help them safely remain in their homes,Housing,Homeowner's Assistance,18,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Chicago,Chicago General Obligation Bond,Park infrastructure improvements,Chicago Office of Budget and Management,Public broadband at fieldhouses,Investments in public broadband network at field houses for use by community residents,Community Investment,Infrastructure,8,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Chicago,Chicago General Obligation Bond,Permanent supportive housing,Chicago Department of Housing,New permanent supportive housing units,Creates new units for permanent supportive housing across newly rehabilitated housing buildings,Housing,Homelessness Support/Prevention,35,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Permanent supportive housing for people experiencing homelessness,Agency lead not specified,Creation of 250 permanent supportive housing units,"Cook County will create 250 new units of permanent supportive housing, a nationally recognized best practice for ending homelessness. Permanent supportive housing is a housing model that pairs non-time-limited rental subsidies with individualized, intensive, supportive services to help households maintain independent living and housing stability.",Housing,Homelessness Support/Prevention,1.49,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Programs and services for domestic violence victims and survivors,Cook County Offices Under the President,Grants for providers serving domestic violence survivors,"The Offices Under the President will administer grants to providers that serve survivors of domestic violence. Domestic violence advocates have requested this funding to support legal resources, mental health resources, and rapid housing resources for domestic violence victims and survivors.",Community Safety,Victim Supports,4.08,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Public Defender Community Defense Center,Law Office of the Cook County Public Defender,Legal services for the Roseland/South Chicago and West Garfield Park/Humboldt Park communities,"Provides robust legal services to two Cook County communities that have been disproportionately affected by COVID-19, incarceration, and gun violence--greater Roseland/South Chicago and greater West Garfield Park/Humboldt Park. The Community Defense Center will work predominantly with African American and Latinx communities, providing legal services, community empowerment, advocacy and education.",Community Safety,Criminal Justice Reform,4.08,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Rain Ready Plan implementation,Cook County Department of Transportation and Highways,Stormwater management programs in high flood-risk communities,"Cook County partnered with the Center for Neighborhood Technology to create a Rain Ready plan for the Calumet Corridor, which includes Blue Island, Calumet City, Calumet Park, Dolton, Riverdale, and Robbins and has a history of both disinvestment and flooding. The Department of Environment and Sustainability will put these six communities on a path towards greater resilience by implementing many of the recommended projects to improve stormwater management through green infrastructure and sustainable economic development.",Community Investment,Infrastructure,3.75,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Rapid rehousing program,Chicago Department of Family and Support Services,Rehousing and wraparound services for people at risk of homelessness and domestic violence,"Provides funds for people at risk of homelessness, including those at risk of domestic violence, to access rehousing services and wraparound services en route to permanent housing solutions",Housing,Homelessnes Support/Prevention,19.5,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Re-entry housing resources,Cook County Justice Advisory Council,Funding for community-based organizations to provide rental and security deposit assistance,"The Justice Advisory Council will fund Cook County community-based organizations to provide rental assistance, security deposit assistance, and outreach counseling to justice-involved individuals. The initiative will also explore more effective housing strategies, partnerships and supports to connect these individuals to stable and permanent housing thus helping to reduce recidivism.",Community Safety,Returning/Justice Involved Residents,4.08,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Re-entry workforce program,Chicago Department of Family and Support Services,Expands workforce training opportunities for formerly incarcerated individuals,Expands workforce training opportunities for formerly incarcerated individuals to attain employment and other stabilization services,Workforce Development,Job Training,9.5,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Resources for community safety initiatives and violence reduction initiatives,Chicago Department of Public Health,Violence reduction and community safety programs,"Funds a comprehensive set of programs including operational support and staffing for the CSCC, communications and marketing for violence prevention and reduction, expansion of resources for violence intervention programming and support for community groups",Community Safety,Violence Prevention/Reduction,45,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Chicago,Chicago General Obligation Bond,Shelter infrastructure investments,Chicago Department of Family and Support Services,Repairs and renovations to homeless shelters,"Repair and make critical renovations to Chicago's homeless shelters, including conversion into non-congregate housing",Housing,Homelessness Support/Prevention,20,2022-10-06,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Small Business Assistance Program & One Stop Shop,Cook County Bureau of Economic Development,"Advising services, webinars, and recovery grants for small businesses","The Small Business Assistance Program supports a coordinated network of over 30 partners that provide one-on-one business advising, webinars, and recovery grants. New funding will further build the capacity of partners to deliver services, increase availability of services in suburban Cook, and support the establishment of a Cook County “One-Stop Small Business Service Center.”",Community Investment,Small Business,12.35,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Small Business Grant Program,Cook County Bureau of Economic Development,Grants to small businesses with less than 20 employees and early-stage businesses impacted by Covid-19,"Grants to small businesses with less than 20 employees that continue to suffer from the impacts of COVID-19, as well as early-stage businesses formed since the onset of COVID-19. The grants will position businesses for growth and a sustainable path forward.",Community Investment,Small Business,12.35,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Sobering Center,Chicago Department of Public Health,Creates a new sobering center facility as an alternative to emergency rooms and jails for publicly intoxicated individuals,Creates a new facility to enhance public safety and health outcomes by providing an alternative to emergency rooms and jails for publicly intoxicated individuals to initiate recovery,Community Safety,Alternative Emergency Response,5,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Illinois,ARPA,State Small Business Credit Initiative,Illinois Department of Commerce and Economic Opportunity,Programs supporting businesses owned by socially and economically disadvantaged entrepreneurs,"This program includes: $1.5 billion for states to support businesses owned by socially and economically disadvantaged entrepreneurs; $1 billion for an incentive program to boost funding tranches for states that show robust support for these businesses; and $500 million to support very small businesses with fewer than 10 employees. This law will inject capital into state small business support and capital access programs, provide collateral support, facilitate loan participation, and enable credit guarantee programs.",Community Investment,Small Business,281.89,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,State's Attorney's Office Crime Investigations,Cook County State Attorney's Office,Funding for violent gun crime investigation and prosecution,"This request will assist the Cook County State's Attorney's Office in investigating and prosecuting violent gun crimes. The State’s Attorney’s Office will use funding to add Investigators to the unit to work with prosecutors (state and federal, law enforcement agencies, etc.) and other stakeholders to help ensure public safety in communities across Cook County.",Community Safety,Violence Prevention/Reduction,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
